,mean,variance,std
$E_1$ [MPa],136617.73838264847,841813.7491921028,917.5040867440879
$E_2$ [MPa],9183.894683358505,10246.977743220203,101.22735669383155
$\nu_{12}$ [-],0.34093794123070004,0.0001145270643474055,0.010701731838698141
$\nu_{23}$ [-],0.4407659187675573,0.00010786744924064517,0.010385925536062983
$G_{12}$ [MPa],5010.637336003977,5333.908455334979,73.0336118190452
