,mean,variance,std
"$b_{E_1,1}$ [MPa]",-3687.237633947931,496233.56627168617,704.4384758598057
"$b_{E_1,2}$ [MPa]",1052.8710710806254,478119.5168220206,691.4618693912345
"$b_{E_1,3}$ [MPa]",2603.683037887415,468910.39446664084,684.7703224195984
"$b_{E_1,4}$ [MPa]",464.1904003353929,429990.21120547917,655.7363885018729
"$b_{E_1,5}$ [MPa]",-2464.4242110946775,465997.80279502546,682.6403172938334
"$b_{E_1,6}$ [MPa]",-1011.9115080962613,459377.8350115076,677.7741770025674
