,mean,variance,std
"$b_{E_1,1}$ [MPa]",864.0846999412522,428310.7847573579,654.4545704304905
"$b_{E_1,2}$ [MPa]",-2086.538015439971,478949.28781276086,692.0616213985289
"$b_{E_1,3}$ [MPa]",-736.9011178878371,493187.5594025568,702.2731373209122
"$b_{E_1,4}$ [MPa]",-1861.3718893207442,527601.3058255003,726.3616907749887
"$b_{E_1,5}$ [MPa]",730.1032198182005,484516.058270235,696.0718772298123
