Parameter,Mean,Variance,Std
E_1_n,-1.0141964506553467,0.20540775996202942,0.4532193287604021
E_2_n,-1.1111304450314332,3.551087735830826,1.8844330011520245
G_12_n,-0.03714426501656525,1.5938316233628824,1.2624704445502408
lambda_E1_n,0.6296890413390112,0.16912432225419674,0.41124727628787616
lambda_E2_n,2.840731646254902,0.42905569263671084,0.6550234290746483
lambda_G12_n,1.8401911629030505,0.6318958307542336,0.794918757329473
lambda_P_n,2.243274194077774,0.09788088971342833,0.31285921708242564
lambda_alpha_n,0.6413084814643429,0.032507156159155816,0.18029741029520036
lambda_v12_n,1.6802307682486934,0.585008334586354,0.7648583755090572
lambda_v23_n,1.4491941248223439,0.6692794991408885,0.8180950428531446
mu_emulator_n,0.8177798872242739,0.0021656898178634624,0.046536972590226176
sigma_emulator_n,-0.7246185742195792,0.010729148289158582,0.10358160207854762
sigma_measure_n,-2.6325748234275523,0.1116123342113266,0.3340843220076731
v_12_n,-0.07678962654285106,1.2879404536706045,1.1348746422713851
v_23_n,-0.12091075879548649,1.2201650329731957,1.1046108061091906
