,mean,variance,std
$E_1$ [MPa],160737.47696065722,4964177.940139048,2228.043522945422
$E_2$ [MPa],11588.61279343309,80153.77773989766,283.1144251709857
$\nu_{12}$ [-],0.36106380912823055,2.604909134840011e-05,0.005103831046224014
$\nu_{23}$ [-],0.39270847801330294,0.00013375620351881523,0.011565301704616929
$G_{12}$ [MPa],4896.594635345082,11201.517846234183,105.83722334903814
