Parameter,Mean,Variance,Std
lambda_E1,81530.82304151224,305658825.18609536,17483.10113183858
lambda_E2,17510.520431296245,37201032.2453245,6099.264893847823
lambda_G12,5829.343495450461,5082019.812474389,2254.33356282392
lambda_P,13.88203464165409,4.907155744666629,2.2152100904127874
lambda_alpha,1.8832416024127907,0.03615667116576552,0.19014907616332383
lambda_v12,1.0619690551156549,0.1704929629960662,0.41290793525441744
lambda_v23,0.9943590727749642,0.171083953975367,0.41362296113171354
mu_emulator,0.00805869688995817,1.9619148917341145e-07,0.00044293508460429215
sigma_emulator,0.012368939409714912,3.838474498528864e-06,0.0019592025159561387
sigma_measure,4.784821220034462e-05,1.3763894705502339e-09,3.709972332174775e-05
