Parameter,Mean,Variance,Std
lambda_E1,83608.68849101955,289403190.2888149,17011.85440476184
lambda_E2,17677.81308112892,38970983.41273232,6242.674379841729
lambda_G12,6034.080782248662,6126880.077478711,2475.2535380196327
lambda_P,13.90062379482094,4.808371088219656,2.1927998285798127
lambda_alpha,1.9406680038853605,0.030063005194253256,0.17338686569130102
lambda_v12,1.1170714784378997,0.20316843219264574,0.45074209054918063
lambda_v23,1.0098009573716873,0.18250505175487167,0.4272060998568158
mu_emulator,0.00817953027625374,2.1421898748893563e-07,0.000462837971096728
sigma_emulator,0.013442291794979381,4.59624470451756e-06,0.0021438854224322622
sigma_measure,5.770298467016306e-05,1.4371937296104721e-09,3.7910338030812544e-05
sigma_measure_base,7.053930284915538e-05,2.7295158516191653e-09,5.224476865313087e-05
