0.0118534105601415,0.0114996397106904,0.0122387989495275
0.0181862721175221,0.0176810853140931,0.0185406526541638
0.0244132259889139,0.0242049738948427,0.0257034149750055
0.0318347776674951,0.0310682091024401,0.0324249400745864
0.0372396550062046,0.0368626167804947,0.0386386814565811
0.0436668598123825,0.0434383087196025,0.0455689989086612
0.0507918151872977,0.0506517132164513,0.0528856181823552
0.0569033081762871,0.0565622458651207,0.0594149786541282
0.0635174941929857,0.0634823181226645,0.066698040447745
0.0706701694807139,0.0704949710958741,0.0735818627581273
0.0773376995769763,0.0775534987094473,0.0809103021562994
0.0824893832425783,0.0826831417611985,0.0868809321507582
0.0903979574320943,0.0908942702909329,0.0947820485210761
0.0965380338792446,0.0972407977259108,0.1013208587969
0.102112566447841,0.103088374293228,0.10729249837154
