0.0000000000000000e+00,7.8539816339744795e-01
4.9812284393020101e-01,7.8539816339744795e-01
8.0118785883249899e-01,7.8539816339744795e-01
1.1381058682078899e+00,7.8539816339744795e-01
1.5072648224533700e+00,7.8539816339744795e-01
1.9328454372464801e+00,7.8539816339744795e-01
2.3745465182633700e+00,7.8539816339744795e-01
2.8130234962381899e+00,7.8539816339744795e-01
3.2579486616404298e+00,7.8539816339744795e-01
3.7254424958647898e+00,7.8539816339744795e-01
4.1881001928536996e+00,7.8539816339744795e-01
4.6475338050101103e+00,7.8539816339744795e-01
5.1198638153278901e+00,7.8539816339744795e-01
5.6002540867411597e+00,7.8539816339744795e-01
6.1144973946151202e+00,7.8539816339744795e-01
6.5690949586905001e+00,7.8539816339744795e-01
7.0510973783494801e+00,7.8539816339744795e-01
7.5395480362431799e+00,7.8539816339744795e-01
8.0005939187519992e+00,7.8539816339744795e-01
8.4680880470803501e+00,7.8539816339744795e-01
8.9420304285162100e+00,7.8539816339744795e-01
9.3934041844071707e+00,7.8539816339744795e-01
9.8528382500924003e+00,7.8539816339744795e-01
1.0317108534423500e+01,7.8539816339744795e-01
1.0708836645639400e+01,7.8539816339744795e-01
-1.0317107911025600e-01,7.8539816339744795e-01
9.6722885156287006e-02,7.8539816339744795e-01
2.0150600914649500e-01,7.8539816339744795e-01
