,mean,variance,std
$E_1$ [MPa],150115.16403822246,28542646.781168196,5342.531869925363
$E_2$ [MPa],11572.621277947723,94105.81175235413,306.7667057429051
$\nu_{12}$ [-],0.36029927797422523,2.044716704344012e-06,0.0014299359091735587
$\nu_{23}$ [-],0.40635924744443647,0.00012811699474110414,0.011318877803965557
$G_{12}$ [MPa],4938.666889234444,12687.178916903722,112.63737797420411
