Parameter,Mean,Variance,Std
E_1,149582.38271909044,4868236.25702088,2206.40799876652
E_2,9687.575019157119,1627994.9951819764,1275.9290713758255
G_12,5124.816171841775,15969.096839643269,126.36889189845446
v_12,0.3285160026082547,0.00029508969946515323,0.017178175091235776
v_23,0.43365088618884995,0.00020962950455483617,0.01447858779559789
