0.0000000000000000e+00,2.3561944901923400e+00
2.9016864252629299e-01,2.3561944901923400e+00
5.2552764439087196e-01,2.3561944901923400e+00
7.4960230437080100e-01,2.3561944901923400e+00
9.8979743743321102e-01,2.3561944901923400e+00
1.2267684692631600e+00,2.3561944901923400e+00
1.5040406909467701e+00,2.3561944901923400e+00
1.7813129071203699e+00,2.3561944901923400e+00
2.0601971665651200e+00,2.3561944901923400e+00
2.3358573271360998e+00,2.3561944901923400e+00
2.6582668687766100e+00,2.3561944901923400e+00
2.9919607427707700e+00,2.3561944901923400e+00
3.2692329473057402e+00,2.3561944901923400e+00
3.5771340595746199e+00,2.3561944901923400e+00
3.9059917952702699e+00,2.3561944901923400e+00
4.2042206285206900e+00,2.3561944901923400e+00
4.5266301841521903e+00,2.3561944901923400e+00
4.8361433650838901e+00,2.3561944901923400e+00
5.1456565548677800e+00,2.3561944901923400e+00
5.4567818029106103e+00,2.3561944901923400e+00
5.7872516390309503e+00,2.3561944901923400e+00
6.0870925766208002e+00,2.3561944901923400e+00
6.3869335280561303e+00,2.3561944901923400e+00
6.7012829289402900e+00,2.3561944901923400e+00
7.0204684930900196e+00,2.3561944901923400e+00
7.3106372054076596e+00,2.3561944901923400e+00
7.6217625670210998e+00,2.3561944901923400e+00
7.9344999995380201e+00,2.3561944901923400e+00
8.2472374560140800e+00,2.3561944901923400e+00
8.5309580570755692e+00,2.3561944901923400e+00
8.8243509745941893e+00,2.3561944901923400e+00
9.1177439169712997e+00,2.3561944901923400e+00
9.4191971322175299e+00,2.3561944901923400e+00
9.7142021783209405e+00,2.3561944901923400e+00
9.9866385580528405e+00,2.3561944901923400e+00
1.0296152109438900e+01,2.3561944901923400e+00
1.0573424695234200e+01,2.3561944901923400e+00
1.0853921410196300e+01,2.3561944901923400e+00
-4.6265780590008299e-01,2.3561944901923400e+00
-4.7555419122763298e-01,2.3561944901923400e+00
-4.6749395039462399e-01,2.3561944901923400e+00
-4.4170117980254198e-01,2.3561944901923400e+00
-4.6426985406449200e-01,2.3561944901923400e+00
-4.5943370957257901e-01,2.3561944901923400e+00
-4.7394214306015298e-01,2.3561944901923400e+00
-5.0779515466981695e-01,2.3561944901923400e+00
-4.6104575773611201e-01,2.3561944901923400e+00
