Parameter,Mean,Variance,Std
lambda_E1,82057.58612607107,282685915.3346804,16813.266051980514
lambda_E2,17823.41995228593,39396602.66362648,6276.671304411796
lambda_G12,5728.699046095428,5373898.192826849,2318.166989849275
lambda_P,13.921732915741122,5.493371832669345,2.3437943238836776
lambda_alpha,1.8799044911180705,0.03203496953678818,0.17898315433802192
lambda_v12,1.10361933719517,0.19077029109933363,0.43677258510503336
lambda_v23,0.9841691820116318,0.184858361742361,0.4299515806952697
mu_emulator,0.007999441624214431,2.030694523009147e-07,0.0004506322805802029
sigma_emulator,0.012497323489357733,3.8035168455919952e-06,0.0019502607122105482
sigma_measure,4.528113187144169e-05,1.0319676348832331e-09,3.2124253063429085e-05
