Parameter,Mean,Variance,Std
E_1,149700.43685266242,4958116.71784807,2226.682895665225
E_2,9692.319598882299,1595027.8325404173,1262.94411299171
v_12,0.32843372576380964,0.00029433017670531687,0.017156053646025852
v_23,0.4336284062250711,0.00020569521859447205,0.014342078600902732
G_12,5122.676840862363,16740.27550229768,129.38421658880065
