,mean,variance,std
$E_1$ [MPa],149964.49501595472,5824750.869124445,2413.452064807678
$E_2$ [MPa],10209.192019160882,148252.54610511466,385.03577250057515
$\nu_{12}$ [-],0.3278228262716232,0.0004812236828733513,0.02193681113729503
$\nu_{23}$ [-],0.42969284041532646,0.0002962342237824112,0.017211456178441473
$G_{12}$ [MPa],5165.649058449488,29367.07408691145,171.3682411852075
