,mean,variance,std
"$b_{E_1,1}$ [MPa]",-8630.412244232744,9431136.909205517,3071.0156152656596
"$b_{E_1,2}$ [MPa]",1971.7995709167628,5951471.066249466,2439.5637040769125
"$b_{E_1,3}$ [MPa]",5354.582643828247,6306027.394188882,2511.180478219135
"$b_{E_1,4}$ [MPa]",2029.4766204766352,4801931.3418231,2191.3309521437195
"$b_{E_1,5}$ [MPa]",-3410.9244091348687,6615298.668338539,2572.022291571078
"$b_{E_1,6}$ [MPa]",-585.4665018548367,5526135.372746766,2350.773356312081
"$b_{E_1,7}$ [MPa]",-4270.032460037684,7781000.212096124,2789.4444271388747
"$b_{E_1,8}$ [MPa]",983.657809214488,5862824.198452938,2421.326949929096
