Parameter,Mean,Variance,Std
E_1_n,-1.0551306720550488,0.2025068046609248,0.45000756067084563
E_2_n,-0.8462948071270717,3.9078306979538056,1.9768233856249793
G_12_n,0.13634395618772396,1.6558232657265048,1.2867879645561286
lambda_E1_n,0.5575223434758412,0.1534231467209696,0.3916926687097546
lambda_E2_n,2.8463443337273726,0.4054307758909806,0.6367344626223561
lambda_G12_n,1.764373620912397,0.6319287184088376,0.7949394432337834
lambda_P_n,2.2206764557290444,0.1012381778402805,0.3181794742598594
lambda_alpha_n,0.5688323715963782,0.03802045210799456,0.1949883383897472
lambda_v12_n,1.6249719057631054,0.6220363827973467,0.7886928317141895
lambda_v23_n,1.3957847919959536,0.6653706878361122,0.8157025731454525
mu_emulator_n,0.8030366304855573,0.0018715331239072563,0.04326121963037168
sigma_constant_n,-4.423446720114555,0.05422728547049785,0.23286752772874506
sigma_emulator_n,-0.7881032621404965,0.009656661075530691,0.09826831165503298
sigma_measure_n,0.01653132807819514,1.0095558777468423,1.0047665787369933
v_12_n,-0.13196919260348075,1.331812506264801,1.1540418130487304
v_23_n,-0.10004941095113906,1.2928749741822658,1.1370466015877563
