Parameter,Mean,Variance,Std
lambda_E1,81352.67484138934,281424725.81961805,16775.71833989883
lambda_E2,17448.402408055324,34692467.83780757,5890.031225537567
lambda_G12,5797.619240089445,5257825.589535059,2292.994895226559
lambda_P,13.822124518069044,5.048434277565431,2.2468721097484456
lambda_alpha,1.8887326100172765,0.034350395327868724,0.1853385964333083
lambda_v12,1.0905230670941337,0.19463637461977623,0.4411761265297299
lambda_v23,0.982187802069356,0.16851781536166305,0.4105092147098078
mu_emulator,0.008045300567875288,2.0165599642059768e-07,0.0004490612390538708
sigma_emulator,0.012373794007509775,3.883181173614906e-06,0.0019705788930197404
sigma_measure,4.75198950280219e-05,1.1487722020327112e-09,3.389354218774885e-05
