Parameter,Mean,Variance,Std
E_1_n,-1.040125830004955,0.20396124640289717,0.45162068863471827
E_2_n,-0.9821424913007816,3.8285621194116652,1.9566711832629582
G_12_n,0.08219127075515342,1.628291763223523,1.2760453609584272
lambda_E1_n,0.5720525684407921,0.16305987099682934,0.40380672480387114
lambda_E2_n,2.833830320303696,0.38484245757183133,0.6203567180033044
lambda_G12_n,1.7848045596578201,0.5835356065267162,0.7638950232373007
lambda_P_n,2.226350222433385,0.10497237298277219,0.3239944027028433
lambda_alpha_n,0.5821700801289863,0.038674762300487005,0.19665900004954517
lambda_v12_n,1.6240638243898027,0.5915563112342966,0.7691269799157332
lambda_v23_n,1.4052179327983985,0.632787473305909,0.7954793984170231
mu_emulator_n,0.8045300567875289,0.002016559964205976,0.04490612390538707
sigma_emulator_n,-0.780788869949228,0.010309881752747316,0.10153758788127339
sigma_measure_n,-2.7056869381592024,0.11246523916481774,0.33535837422795595
v_12_n,-0.09895379065906966,1.3156006227038697,1.1469963481650103
v_23_n,-0.10055672709181956,1.3287154181527656,1.152699188059385
