Parameter,Mean,Variance,Std
E_1_n,-1.054238844168882,0.18823200728380032,0.43385712773193014
E_2_n,-0.8789334429120474,3.891311573559208,1.972640761405687
G_12_n,0.12614216027437117,1.7228592485693626,1.3125773305102304
lambda_E1_n,0.5655914343652978,0.1607230482580038,0.40090279153181735
lambda_E2_n,2.840012611143499,0.41556605035771477,0.6446441269085718
lambda_G12_n,1.7639106223870682,0.6303744370795975,0.7939612314714097
lambda_P_n,2.2237204009410005,0.10143610318351955,0.3184903502204102
lambda_alpha_n,0.5682318311139009,0.03609396043747942,0.1899841057496111
lambda_v12_n,1.610668579559831,0.601619310369862,0.7756412252903155
lambda_v23_n,1.4145455943408474,0.6245765840615041,0.7903015779191537
mu_emulator_n,0.8049339783416181,0.001971786323829218,0.04440480068448926
sigma_emulator_n,-0.784197818257742,0.010359840504937348,0.10178330169992202
sigma_measure_n,-2.700978700550913,0.11337832085657072,0.3367169744111079
v_12_n,-0.13500694620163187,1.3131481594425334,1.145926768795691
v_23_n,-0.10632681744528044,1.2877187758353295,1.134776971847477
