Parameter,Mean,Variance,Std
E_1_n,-1.0344013459675856,0.20727494662978427,0.45527458377311625
E_2_n,-1.0425611672307962,3.8482937846179923,1.9617068549143606
G_12_n,0.1175873074994942,1.7015104687317304,1.3044195907497442
lambda_E1_n,0.5564676165135506,0.15183579633509411,0.38966113013116166
lambda_E2_n,2.8175789636725646,0.3954536010260743,0.6288510165580352
lambda_G12_n,1.7624818269605227,0.5992801941402494,0.7741318971210587
lambda_P_n,2.228872835224418,0.10915000937646271,0.3303785849241181
lambda_alpha_n,0.5622474275334146,0.038405239797385325,0.19597254858113503
lambda_v12_n,1.632635566158624,0.63722820439131,0.7982657479757665
lambda_v23_n,1.4370338270056595,0.6270538691334827,0.7918673305128092
mu_emulator_n,0.8048053467282493,0.0018700892395952914,0.04324452843534418
sigma_emulator_n,-0.7860766301607379,0.010325098694654493,0.10161249280799331
sigma_measure_base_n,-2.5578105610845094,0.11993493263115165,0.34631623212196055
sigma_measure_n,-2.7257350470969666,0.1225033582648576,0.3500047974883453
v_12_n,-0.09357265909491967,1.2601113786371831,1.1225468269240189
v_23_n,-0.1297018652358233,1.202990741936744,1.09680934621143
