Parameter,Mean,Variance,Std
E_1_n,-1.1977191064909223,0.1795701259346866,0.42375715443480905
E_2_n,-0.3162995560151526,3.0034934207410733,1.7330589778599785
G_12_n,0.3723313432635011,2.3322074125207055,1.5271566430856742
lambda_E1_n,0.48891204247510833,0.1533822781174789,0.3916404960132173
lambda_E2_n,3.0973104844695256,0.4548081651365645,0.6743946657088596
lambda_G12_n,1.6330598219522359,0.6419348312040829,0.8012083569235177
lambda_P_n,2.179561471042306,0.10098821938587484,0.31778643675568474
lambda_alpha_n,0.5404669393405095,0.038188381748402445,0.19541847852340485
lambda_v12_n,1.5245100239623148,0.6432932872836475,0.8020556634571241
lambda_v23_n,1.280068123777502,0.6927849955315122,0.8323370684593545
mu_emulator_n,0.08037155017988638,1.8418752391007704e-05,0.0042917073981118175
sigma_constant_n,-4.415256190732342,0.05233725251414152,0.2287733649578585
sigma_emulator_n,0.5048261966673425,0.02339752799547876,0.1529625051948312
v_12_n,-0.035960595481130876,1.8099248711296405,1.3453344829928506
v_23_n,-0.1680448759527326,1.763768391496206,1.3280694226945389
