Parameter,Mean,Variance,Std
lambda_E1,77945.7905151827,242526334.3001357,15573.257022862485
lambda_E2,20070.223926724688,52709156.44566989,7260.107192436616
lambda_G12,5421.487956079473,5387320.941143698,2321.060305365567
lambda_P,13.49508339935001,4.562555939167148,2.1360140306578392
lambda_alpha,1.8496150846797133,0.032194054220686795,0.17942701641806005
lambda_v12,1.0441215723727115,0.1939606790457005,0.44040967183487295
lambda_v23,0.9289673914421165,0.16148300158237452,0.4018494762748541
mu_emulator,0.008037155017988637,1.841875239100771e-07,0.0004291707398111818
sigma_constant,7.353799958696325e-05,3.11422551405565e-09,5.5805246295089946e-05
sigma_emulator,0.011900158800507765,3.1823981252962914e-06,0.0017839277242355676
