Parameter,Mean,Variance,Std
lambda_E1,80829.62655420425,268134207.26593152,16374.80403748184
lambda_E2,17444.7842234954,35338469.81027538,5944.616876660378
lambda_G12,5681.322801876458,5270295.654143059,2295.712450230442
lambda_P,13.724996561987282,4.833748807626564,2.198578815422946
lambda_alpha,1.8755025194726465,0.033710505417674244,0.18360420860556068
lambda_v12,1.0937013234738535,0.19420418990142457,0.44068604459572414
lambda_v23,0.9818051554592523,0.1685397410912383,0.4105359193678895
mu_emulator,0.008045321341059142,1.884640261529309e-07,0.00043412443625408936
sigma_constant,7.131219891826696e-05,3.050736296842897e-09,5.523347080206799e-05
sigma_emulator,0.01226637902402803,3.510285629786776e-06,0.0018735756269194941
