Parameter,Mean,Variance,Std
lambda_E1,80655.85092457393,266798459.5525042,16333.96643661619
lambda_E2,17347.470634744655,36323531.66372074,6026.900668147829
lambda_G12,5794.411579666559,5757728.474101478,2399.526718772158
lambda_P,13.700070957632095,4.755273254022646,2.1806589036395962
lambda_alpha,1.8737569558624492,0.030709606309276348,0.1752415655866962
lambda_v12,1.0850019277317071,0.1896423738631353,0.4354794758230694
lambda_v23,0.9798568533682342,0.1905374898115679,0.4365060020338413
mu_emulator,0.008040852291145578,2.0440630278747604e-07,0.0004521131526371203
sigma_emulator,0.01221663068637825,3.614540464477216e-06,0.0019011944836016161
sigma_measure,4.683764664064903e-05,1.1655259459325833e-09,3.413980002771814e-05
