Parameter,Mean,Variance,Std
lambda_E1,80007.0647703375,268815672.51322997,16395.599181281235
lambda_E2,17210.500863086032,32718416.047130074,5720.001402720988
lambda_G12,5685.040211839333,5493040.0204424625,2343.7235375450027
lambda_P,13.518446660957446,4.73310700608572,2.175570501290574
lambda_alpha,1.8637350102957058,0.033789422907706715,0.183818994958918
lambda_v12,1.0771037193417714,0.19700189069434362,0.44384895031344124
lambda_v23,0.9701483634420492,0.16721503904345655,0.40891935518321526
mu_emulator,0.008048116314912606,1.8523986206876553e-07,0.0004303950070211846
sigma_constant,7.187644152259293e-05,3.071148402231814e-09,5.541794296283302e-05
sigma_emulator,0.011943590195507874,3.2071937475924757e-06,0.0017908639668027485
