3.5527136788005e-15,3.5527136788005e-15,3.5527136788005e-15
0.000554174747162863,-0.000195689545562785,-0.00144708327427049
0.00049368420838405,-0.000289957320575636,-0.00135129775484507
0.000357822547863374,-0.000116443582452423,-0.000518189797556435
0.000538787751075417,-0.000550880510985778,-0.0010529048337411
-0.000780471987012917,-0.00192179755593408,-0.0021614142075257
0.00047407169248232,-0.000649089405442446,-0.000648120504162991
-0.000317892040626597,-0.00152551191570041,-0.00145072426606338
-0.000100878428513625,-0.00153955319312724,-0.00136741274931335
0.000417316288510459,-0.00121968175876564,-0.00101686923919556
-0.000629696262322704,-0.0025428815682503,-0.00241553330332893
7.58635321387478e-06,-0.00199465515849928,-0.00169229386185032
-0.00048587350650608,-0.00258271393548829,-0.00211022594322712
-0.000369108941099232,-0.0028008420670784,-0.00231841584537957
-0.000351472760789018,-0.00284653312606586,-0.00225736868729839
-0.000999156501947323,-0.0036930286633028,-0.00286722086455338
-0.00100106921671904,-0.00377031703670491,-0.00286880981360116
-0.00070617292789269,-0.00368739856272203,-0.00284459550238421
-0.000962326136232949,-0.00429586811671817,-0.00354801473950897
-0.00132139339609247,-0.00451794890218062,-0.00342816423427345
-0.00243759266128269,-0.0051680359287203,-0.00368967036650504
-0.00289135919853638,-0.0056091986277545,-0.00444575379402511
-0.00271348921209924,-0.00657572667171132,-0.00494801739742205
-0.00235595502600154,-0.00599929378369151,-0.00300084648983515
NaN,NaN,NaN
NaN,NaN,NaN
