Parameter,Mean,Variance,Std
gamma_h_135,0.7127978864666742,0.00036445795910380484,0.019090782045369563
gamma_h_45,0.7022790160055571,0.0002964834472788937,0.017218694703109574
gamma_h_90,1.0020652308592315,0.0005357042181974757,0.02314528501007226
gamma_v_135,-0.65381609622308,0.005391966507161715,0.07343001094349445
gamma_v_45,0.6702633812984854,0.005487957030201178,0.07408074669035929
gamma_v_90,-0.026988512290006088,0.0002725116037448797,0.016507925482775833
