Parameter,Mean,Variance,Std
E_1_n,-1.0522085335778673,0.20324508291895774,0.4508271097870643
E_2_n,-1.009188093604322,3.7254208095735173,1.9301349200440672
G_12_n,0.14953910510067125,1.771958345532009,1.3311492574208232
lambda_E1_n,0.5806691979890152,0.1814780594128816,0.42600241714441195
lambda_E2_n,2.790427232717221,0.4476561446768715,0.6690711058451646
lambda_G12_n,1.8040282064077604,0.6254543248511363,0.7908567031081777
lambda_P_n,2.2303137277962146,0.10590483247304035,0.32543022673537925
lambda_alpha_n,0.5726555401590946,0.03516679731063579,0.18752812405246255
lambda_v12_n,1.6557202512534235,0.6169914292526535,0.7854880198021186
lambda_v23_n,1.421814299292697,0.6525818414760252,0.8078253780836705
mu_emulator_n,0.8049403163000215,0.0020182071117070275,0.04492446006027259
sigma_emulator_n,-0.7804223278858828,0.011791906683581056,0.1085905460138269
sigma_measure_base_n,-2.543486999312509,0.11134816168416066,0.3336887197436567
sigma_measure_n,-3.984504769227727,0.05275372126079576,0.22968178260540334
v_12_n,-0.10282696222945209,1.2643002290432348,1.1244110587517515
v_23_n,-0.05397916428584193,1.2173392555043077,1.1033309818473818
