Parameter,Mean,Variance,Std
lambda_E1,81904.35581191085,323528352.280746,17986.893903082488
lambda_E2,17224.47782892181,40836928.45350771,6390.377802094936
lambda_G12,5893.4197360001335,6179367.015622107,2485.833263841746
lambda_P,13.852070531110298,5.207162886828398,2.2819208765486145
lambda_alpha,1.879008493216069,0.031600324960545954,0.17776480236690825
lambda_v12,1.1118458631065997,0.21507814747235443,0.46376518570538955
lambda_v23,0.9929551052398643,0.17657567964552437,0.4202090903889686
mu_emulator,0.008049403163000218,2.0182071117070268e-07,0.0004492446006027259
sigma_emulator,0.012397174826085275,4.509374333695456e-06,0.002123528745672037
sigma_measure,4.683592818695407e-05,1.1303219440199392e-09,3.362026091540545e-05
